0.00, 2.971420e-01
0.04, 2.542246e-01
0.08, 2.438057e-01
0.12, 2.350879e-01
0.16, 2.125421e-01
0.20, 1.922947e-01
0.24, 1.617593e-01
0.28, 1.499301e-01
0.32, 1.865481e-01
0.36, 2.520159e-01
0.40, 3.020441e-01
0.44, 3.197405e-01
0.48, 2.971420e-01
0.52, 2.542246e-01
0.56, 2.438057e-01
0.60, 2.350879e-01
0.64, 2.125421e-01
0.68, 1.922947e-01
0.72, 1.617593e-01
0.76, 1.499301e-01
0.80, 1.865481e-01
0.84, 2.520159e-01
0.88, 3.020441e-01
0.92, 3.197405e-01
0.96, 2.971420e-01
1.00, 2.542246e-01
1.04, 2.438057e-01
1.08, 2.350879e-01
1.12, 2.125421e-01
1.16, 1.922947e-01
1.20, 1.617593e-01
1.24, 1.499301e-01
1.28, 1.865481e-01
1.32, 2.520159e-01
1.36, 3.020441e-01
1.40, 3.197405e-01
1.44, 2.971420e-01
1.48, 2.542246e-01
1.52, 2.438057e-01
1.56, 2.350879e-01
1.60, 2.125421e-01
1.64, 1.922947e-01
1.68, 1.617593e-01
1.72, 1.499301e-01
1.76, 1.865481e-01
1.80, 2.520159e-01
1.84, 3.020441e-01
1.88, 3.197405e-01
1.92, 2.971420e-01
