0.00, 4.569419e-01
0.04, 4.415115e-01
0.08, 4.085509e-01
0.12, 3.873297e-01
0.16, 3.623136e-01
0.20, 3.373978e-01
0.24, 3.235402e-01
0.28, 3.170641e-01
0.32, 3.395263e-01
0.36, 3.841115e-01
0.40, 4.085716e-01
0.44, 4.286278e-01
0.48, 4.569419e-01
0.52, 4.415115e-01
0.56, 4.085509e-01
0.60, 3.873297e-01
0.64, 3.623136e-01
0.68, 3.373978e-01
0.72, 3.235402e-01
0.76, 3.170641e-01
0.80, 3.395263e-01
0.84, 3.841115e-01
0.88, 4.085716e-01
0.92, 4.286278e-01
0.96, 4.569419e-01
1.00, 4.415115e-01
1.04, 4.085509e-01
1.08, 3.873297e-01
1.12, 3.623136e-01
1.16, 3.373978e-01
1.20, 3.235402e-01
1.24, 3.170641e-01
1.28, 3.395263e-01
1.32, 3.841115e-01
1.36, 4.085716e-01
1.40, 4.286278e-01
1.44, 4.569419e-01
1.48, 4.415115e-01
1.52, 4.085509e-01
1.56, 3.873297e-01
1.60, 3.623136e-01
1.64, 3.373978e-01
1.68, 3.235402e-01
1.72, 3.170641e-01
1.76, 3.395263e-01
1.80, 3.841115e-01
1.84, 4.085716e-01
1.88, 4.286278e-01
1.92, 4.569419e-01
